tcp,algorithm,tcp_throughput,tcp_latency,cbr_throughput,cbr_latency
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.86528 2.06336 0.97344 0.9984 1.5392 0.7072 1.5808 0.73216 1.22304 0.9984 0.99008 1.29792,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341843076923 0.0350497903226 0.035476957265 0.033679375 0.0346553675676 0.0338966117647 0.0345644157895 0.0339585795455 0.0346123265306 0.034036775 0.0345420336134 0.0340849102564,0 0 0 0 0 0 0 0 7.65408 7.76328 7.8708 8.05056 7.95984 8.01528 7.81872 7.98 7.86408 7.99008 7.9632 7.91952,0 0 0 0 0 0 0 0 0.0310299800263 0.0329186474789 0.0317436390608 0.031235167571 0.0321442524272 0.0311106839237 0.0319582969489 0.0311259553684 0.0317031867122 0.0313859674096 0.0314117270042 0.0316140687314
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.84864 2.09664 0.49088 1.58912 0.49088 1.48928 0.7072 1.40608 0.84032 1.01504 1.21472 1.26464,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341277254902 0.0351135515873 0.0339538644068 0.0346075706806 0.0336593050847 0.0345157541899 0.0338884588235 0.0345923136095 0.0340796336634 0.0342179098361 0.0341378835616 0.0340603355263,0 0 0 0 0 0 0 0 7.65408 7.7196 8.0136 7.90944 7.99344 7.88256 7.90944 7.87584 8.01192 7.89264 7.9968 7.9464,0 0 0 0 0 0 0 0 0.0311321887621 0.0329759825898 0.0309100880503 0.0321789539082 0.0308565977301 0.0319654475703 0.0310621947749 0.0318218479096 0.0312559779828 0.03134248808 0.0315467151261 0.0315183890063
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.68224 1.11488 1.2064 1.01504 1.73888 0.53248 1.72224 0.48256 1.2896 1.11488 2.44608 0.5824,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338429390244 0.0335080074627 0.0346467034483 0.0339392704918 0.0345591961722 0.034257515625 0.0343774154589 0.0338150172414 0.0341835354839 0.0340579029851 0.0356241632653 0.0345581285714,0 0 0 0 0 0 0 0 7.69776 8.03544 7.9212 7.9212 7.9296 8.00688 7.8372 8.00352 7.90776 7.896 7.54824 7.98336,0 0 0 0 0 0 0 0 0.030827128983 0.031213314447 0.0318092282078 0.031327404878 0.0323137574153 0.0309732996223 0.0321251800643 0.0308777894626 0.0316643471426 0.03142072 0.0337972695304 0.0311229625421
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.89024 1.23136 0.89024 1.07328 1.18976 0.73216 1.50592 0.46592 1.59744 0.57408 1.42272 0.80704,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339340186916 0.0346916351351 0.034086953271 0.0347040775194 0.034074006993 0.0345520795455 0.034270281768 0.0339190357143 0.0345331927083 0.0336689565217 0.0342985614035 0.0346715463918,0 0 0 0 0 0 0 0 7.64232 7.92624 7.95648 7.87416 7.9548 7.97832 7.9296 7.98672 7.9128 7.98672 7.97496 7.88424,0 0 0 0 0 0 0 0 0.031057694878 0.031891893599 0.0313075092905 0.0315697736292 0.0315328365364 0.0312255889661 0.0319336913136 0.030858965082 0.0321314326964 0.0309001058056 0.031904825574 0.0312922022161
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.86528 1.73056 0.57408 1.11488 0.97344 1.14816 1.07328 1.84704 2.52096 1.32288 1.0816 1.19808,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342503269231 0.0349887259615 0.0337213043478 0.0342264477612 0.0340994444444 0.0346083768116 0.0340133875969 0.0346645765766 0.0359165940594 0.0356510691824 0.0340895307692 0.0346481180556,0 0 0 0 0 0 0 0 7.60032 7.87752 7.95984 7.93296 7.98336 7.87584 8.0052 7.83048 7.47936 7.79352 7.99512 7.8876,0 0 0 0 0 0 0 0 0.0310955444297 0.0324975660055 0.0309231639932 0.0315205785684 0.0313921477273 0.0315894569113 0.0314838411333 0.0324436477151 0.0341467845912 0.0322526617806 0.031506191847 0.0316228353568
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.89024 1.54752 0.6656 1.6224 0.99008 1.3312 0.69888 1.38112 1.55584 1.73056 2.52096 2.52096,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340572897196 0.0347184193548 0.0338248875 0.0342304974359 0.0348336638655 0.03414934375 0.0345787738095 0.0342363373494 0.0340560534759 0.0343828798077 0.0357846336634 0.0358982970297,0 0 0 0 0 0 0 0 7.67424 7.88928 7.9548 7.94136 7.91112 7.95312 7.95144 7.95144 7.88088 7.8708 7.47768 7.47264,0 0 0 0 0 0 0 0 0.0310731536778 0.0321642250852 0.0310063909187 0.0320520662154 0.0315535950308 0.0317327604563 0.0311757147686 0.0317592391718 0.0316847537838 0.0321481451441 0.0340096039092 0.0341412007644
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.84864 1.50592 1.59744 0.53248 1.58912 0.94016 2.43776 2.52928 0.55744 1.3728 0.57408 1.55584,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341550686275 0.0341526243094 0.034164796875 0.033898984375 0.0344196282723 0.0341593185841 0.0354595255973 0.0358254736842 0.0344631791045 0.0343585454545 0.0337993478261 0.0340014705882,0 0 0 0 0 0 0 0 7.644 7.95144 7.87248 7.9716 7.85568 7.92792 7.56504 7.476 7.96152 7.93632 7.94808 7.99008,0 0 0 0 0 0 0 0 0.0310853764835 0.0317772524826 0.0319078984208 0.0308974699684 0.0319975504705 0.0313568915024 0.0336353277815 0.0340687406742 0.0310202557502 0.0318346574937 0.0309441477489 0.0318523013036
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.85696 1.61408 0.59904 1.51424 0.73216 1.3728 0.89024 0.9568 1.30624 0.74048 1.55584 0.4992,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342346504854 0.0348615670103 0.0337615 0.0346642747253 0.0339215454545 0.0345653575758 0.0339497383178 0.0343035565217 0.0342567452229 0.0344226292135 0.0343441657754 0.03403125,0 0 0 0 0 0 0 0 7.64232 7.87584 8.00856 7.90944 7.96992 7.89936 7.96824 7.97328 7.91784 7.95816 7.9296 8.01192,0 0 0 0 0 0 0 0 0.0310540494614 0.0323900693259 0.0309701292217 0.0320877017842 0.0311168123946 0.0317823581455 0.0312497073582 0.031350123051 0.0316790986633 0.0311380477095 0.0319944358051 0.0309006800168
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.85696 1.51424 1.7056 0.60736 1.4976 0.4992 1.63904 0.63232 1.55584 0.76544 1.54752 0.54912,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.034149038835 0.0341905549451 0.0344614487805 0.034530630137 0.0344811944444 0.0336714 0.0345739238579 0.0337375 0.0342829197861 0.034597576087 0.0343123602151 0.0341313636364,0 0 0 0 0 0 0 0 7.66752 7.93296 7.9212 7.96488 7.88088 8.01192 7.85568 7.91448 7.89768 8.0136 7.90272 8.01528,0 0 0 0 0 0 0 0 0.0311000519281 0.0317400129183 0.032206616755 0.0310638510863 0.0319817422724 0.0308796282239 0.032063631095 0.0309532337083 0.0318829649011 0.0312394014675 0.0319711515731 0.0309631668413
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.8736 1.39776 0.74048 1.3728 0.94016 1.05664 1.17312 1.01504 1.93024 0.94848 1.4144 0.76544,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340511047619 0.0344770833333 0.0340537865169 0.034586769697 0.0340940265487 0.0345765748031 0.034121858156 0.0346175819672 0.0347656767241 0.0353101578947 0.0342823294118 0.0348125108696,0 0 0 0 0 0 0 0 7.75152 7.89096 7.99008 7.90776 7.96488 7.92288 8.0052 7.93296 7.79184 7.88592 7.93464 7.94976,0 0 0 0 0 0 0 0 0.0310819096229 0.0318040783479 0.031214097561 0.03181229488 0.0312968169163 0.0315251274385 0.0315824690451 0.0315007414231 0.0326275513152 0.0316229316148 0.0317893084904 0.0312368607354
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.69056 1.2896 1.56416 0.68224 1.69728 1.17312 1.10656 1.2064 1.81376 0.4992 1.4976 0.5824,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339458072289 0.0339750580645 0.0346971702128 0.0338642560976 0.034882745098 0.0343714822695 0.0350859398496 0.0340623931034 0.0347093394495 0.0341285833333 0.03433915 0.0339274142857,0 0 0 0 0 0 0 0 7.65912 7.94472 7.90944 7.94304 7.85904 7.8624 7.93968 7.96488 7.812 7.94808 7.9044 8.06568,0 0 0 0 0 0 0 0 0.0308633000658 0.0315230228378 0.0322249651657 0.0310499403553 0.0323002607952 0.0315479485043 0.0317470478206 0.0315704667792 0.0322970372043 0.0309201204819 0.0318642584485 0.0310323147261
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.89024 1.3728 0.78208 1.17312 1.07328 0.82368 1.43936 0.92352 1.61408 0.64064 1.43104 1.3312,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340328785047 0.0348119878788 0.0339748404255 0.0346846241135 0.0341604728682 0.0344461111111 0.0342830982659 0.0347264774775 0.0347992371134 0.0338989350649 0.0346324651163 0.03435153125,0 0 0 0 0 0 0 0 7.69104 7.98336 7.98336 7.95144 7.95648 7.99512 7.87584 7.94808 7.8624 7.99848 7.85232 8.01528,0 0 0 0 0 0 0 0 0.0310703392311 0.0321049524411 0.0311562152778 0.0316498865413 0.0314883971706 0.0312402790502 0.031807803541 0.0314093963221 0.0322149143162 0.031068589372 0.0318644103552 0.0318419044226
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.84864 1.75552 0.53248 1.61408 0.64064 1.64736 0.64064 1.1648 1.05664 1.88864 0.63232 1.04,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342092941176 0.0347973080569 0.03360709375 0.034653185567 0.0338275974026 0.0347039848485 0.0338514025974 0.0344162 0.0341394094488 0.0350206079295 0.03389175 0.034260616,0 0 0 0 0 0 0 0 7.66248 7.85568 7.91952 7.88256 7.95816 7.85736 7.98168 7.92624 7.96488 7.72632 7.97664 7.94472,0 0 0 0 0 0 0 0 0.0310912398597 0.0324080207442 0.0308447401358 0.0321345939898 0.0310177405531 0.032145355356 0.0309961614397 0.031547865621 0.0314286947901 0.0325640273973 0.0310061501685 0.0314538786213
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.88192 1.8304 0.52416 1.51424 1.73888 0.71552 1.59744 0.51584 1.3312 0.624 1.04 1.1648,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340146886792 0.0349990863636 0.0335237301587 0.0342842197802 0.0344624688995 0.0350901860465 0.0344076875 0.0340873709677 0.03416559375 0.03390896 0.034319368 0.0341918,0 0 0 0 0 0 0 0 7.67424 7.84224 8.02032 7.95816 7.92792 7.93128 7.89936 8.04888 7.97664 7.9884 8.00688 7.93968,0 0 0 0 0 0 0 0 0.0310888007881 0.0326557592117 0.0308511139506 0.0318661961157 0.0322521563891 0.0313185365389 0.032078459379 0.0309185656439 0.0317218213985 0.0310214942166 0.0314710293747 0.0315870928904
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.89856 1.38112 0.77376 1.33952 0.9568 1.33952 0.96512 0.98176 1.89696 1.01504 1.33952 0.81536,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339902592593 0.0346870843373 0.0339324731183 0.0347367950311 0.0340839478261 0.0346275590062 0.0339909482759 0.0343919915254 0.0347981184211 0.035388647541 0.0340880993789 0.0348540918367,0 0 0 0 0 0 0 0 7.6608 7.896 7.94976 7.91784 7.96656 7.8792 8.01192 7.98336 7.78176 7.88088 7.9044 7.98504,0 0 0 0 0 0 0 0 0.0310763697368 0.0320076446809 0.0311394273035 0.0318687716953 0.0313225164488 0.031774780597 0.031342297966 0.0313605667088 0.0325500794473 0.0317541829034 0.0316154714134 0.031341916053
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.69888 1.664 1.96352 0.63232 1.48096 0.81536 1.29792 0.9568 1.23968 1.69728 0.59904 1.7472,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339204047619 0.034237495 0.0357200847458 0.0339255526316 0.0345465449438 0.0339343469388 0.0346020705128 0.0340844608696 0.0347269798658 0.0345886029412 0.0346168194444 0.0344467285714,0 0 0 0 0 0 0 0 7.62384 7.88592 7.686 8.02032 7.90104 7.93128 7.90272 7.95984 7.86912 7.85568 7.91616 7.80528,0 0 0 0 0 0 0 0 0.0308627338034 0.0319985656157 0.0331804762842 0.0310508757855 0.0318901903041 0.0311112268587 0.0317371847364 0.0313089510342 0.0316709871904 0.0322221680924 0.0310556897284 0.0321607178218
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.85696 1.50592 2.02176 0.54912 1.60576 1.47264 1.27296 0.85696 1.11488 1.1648 1.27296 1.06496,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342505339806 0.0337690165746 0.0354745349794 0.0336593030303 0.0342194145078 0.0342854519774 0.0343504444444 0.0340584660194 0.034471738806 0.0341097214286 0.0349527843137 0.0341568203125,0 0 0 0 0 0 0 0 7.68936 7.97496 7.71792 8.04552 7.89096 7.91784 7.9212 7.95648 7.92456 7.94136 7.8456 7.9716,0 0 0 0 0 0 0 0 0.0311953801617 0.0315867726985 0.033119848498 0.0308952557945 0.031865889291 0.0317868792701 0.0316479855779 0.0312267801943 0.0315709211363 0.0315605453776 0.0318469396146 0.0314493441517
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.85696 1.50592 1.05664 1.23136 1.04832 1.59744 0.55744 1.57248 0.68224 0.99008 1.18144 0.84032,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341856019417 0.0338152209945 0.0350119448819 0.0340847702703 0.0347423730159 0.0345774739583 0.0337249104478 0.0345424497354 0.0338258658537 0.0342581428571 0.0342355352113 0.0343054950495,0 0 0 0 0 0 0 0 7.67424 7.95648 7.93464 7.98336 7.90608 7.9128 8.07072 7.85568 7.9716 7.98672 7.90944 7.9296,0 0 0 0 0 0 0 0 0.0311250755254 0.0316183483953 0.031744091679 0.0315635561869 0.03152510051 0.0321715239915 0.0309446777685 0.0319795171086 0.031058168177 0.0313624347918 0.0316044498726 0.031222782839
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.53248 0.97344 1.2064 1.15648 1.1648 1.10656 1.13152 1.59744 0.5408 1.46432 2.4544 2.52096,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.03402534375 0.0340614786325 0.0347582344828 0.0338189784173 0.0349398571429 0.0341187142857 0.0347342058824 0.03461240625 0.0336981230769 0.0338659261364 0.0356277694915 0.0358689108911,0 0 0 0 0 0 0 0 7.7028 7.96488 7.9128 8.0388 7.89768 7.94976 7.90272 7.854 8.03544 7.95816 7.5516 7.47936,0 0 0 0 0 0 0 0 0.030797606325 0.0313183665893 0.031651681741 0.031431708464 0.0318070716869 0.0315117504227 0.0316135644133 0.0321798010695 0.0309306773991 0.0316539641123 0.0338032852058 0.0341156855346
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.85696 1.4144 0.7904 1.53088 0.63232 1.61408 0.48256 1.68896 0.5408 1.40608 0.93184 2.00512,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341848834951 0.0335454294118 0.0347387368421 0.0342546793478 0.0346158552632 0.0345154587629 0.0337637413793 0.0345719802956 0.0336169076923 0.0342297692308 0.0347706517857 0.0349476721992,0 0 0 0 0 0 0 0 7.66584 8.05896 7.96656 7.91616 8.0136 7.86744 7.94136 7.89768 7.9968 8.022 7.99512 7.7364,0 0 0 0 0 0 0 0 0.0310679175981 0.0314841092349 0.0313684495993 0.0318740568761 0.0310952937107 0.0320919758702 0.0308500901206 0.0321895700915 0.0309273508403 0.0319186211518 0.0315539062828 0.0327647235613
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.9152 1.52256 0.69888 1.4144 0.84032 1.28128 1.00672 1.11488 1.1648 1.59744 0.51584 1.36448,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341113090909 0.0347533278689 0.0338955952381 0.0346187 0.0340239108911 0.034476461039 0.0339983884298 0.0347098283582 0.0340175928571 0.034564953125 0.0335922903226 0.0343828170732,0 0 0 0 0 0 0 0 7.63056 7.9128 7.9632 7.90944 7.9632 7.89264 7.98336 7.92456 7.96824 7.90776 7.95984 7.93128,0 0 0 0 0 0 0 0 0.0310774528842 0.0322235537155 0.0310611548523 0.0318729864061 0.0312177907173 0.0316115821626 0.031390098064 0.0316149347043 0.0315367539532 0.0321509150202 0.0308681747573 0.0317916504978
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.85696 1.39776 1.13984 1.05664 1.39776 1.25632 1.01504 0.97344 0.96512 2.10496 2.52096 2.52928,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342159708738 0.0337312619048 0.0353445255474 0.0341175354331 0.0335215654762 0.0349741192053 0.0340553032787 0.0344064786325 0.0337321551724 0.0348796086957 0.0358827722772 0.0359011842105,0 0 0 0 0 0 0 0 7.6188 8.02536 7.84392 7.96656 7.9884 7.88256 7.91784 7.9212 7.9884 7.71624 7.47768 7.47936,0 0 0 0 0 0 0 0 0.0311021356119 0.0315772947457 0.0319172460912 0.0314533574441 0.0314135375394 0.0319893537937 0.0313959702949 0.0313213418876 0.0312289896951 0.0328015458306 0.0341330177488 0.0341504380054
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.84864 1.4144 0.9152 1.4144 2.52096 2.52096 2.52096 1.19808 1.18976 0.73216 1.57248 0.4992,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342096764706 0.0335504705882 0.0350201 0.0341996588235 0.0356562640264 0.0358356435644 0.0358655841584 0.0356545763889 0.0340303776224 0.0342290113636 0.0342943809524 0.0340795666667,0 0 0 0 0 0 0 0 7.7028 7.98504 7.88256 7.94136 7.47264 7.4844 7.48104 7.80024 7.96488 7.9968 7.88928 7.96488,0 0 0 0 0 0 0 0 0.0310987812432 0.0314502061856 0.0315400038363 0.0317436879628 0.0338369856115 0.034086430303 0.0341215901639 0.0321232438079 0.0315455039021 0.0311093283613 0.0319813796848 0.0308798586796
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.89024 1.46432 1.71392 0.48256 1.56416 0.57408 1.11488 0.99008 1.75552 0.75712 1.5808 0.77376,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340310373832 0.0343628693182 0.0344827281553 0.0337492068966 0.0344703829787 0.0336776956522 0.0345000447761 0.0340137394958 0.0343043175355 0.0349651428571 0.0343072631579 0.0344000537634,0 0 0 0 0 0 0 0 7.72464 7.96488 7.9128 7.97664 7.91784 7.9716 7.94808 7.95816 7.82544 7.91952 7.89936 7.99848,0 0 0 0 0 0 0 0 0.0311153118747 0.0319473197638 0.0322727989384 0.0308140511794 0.032015629111 0.0309281909378 0.0316330382583 0.031375018155 0.0321082314298 0.0313427988969 0.0320084378988 0.0312706095358
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.69056 1.63904 2.51264 2.52096 2.52096 2.52096 2.52096 2.52928 2.50432 0.6656 1.60576 0.4992,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339372891566 0.0344448680203 0.0358670198675 0.0359171485149 0.0359443168317 0.0358860990099 0.0359282376238 0.035894 0.0359114418605 0.0341623375 0.0342987357513 0.0339474166667,0 0 0 0 0 0 0 0 7.74144 7.87248 7.47768 7.48104 7.47936 7.47936 7.47768 7.47768 7.48776 8.0388 7.90104 8.01696,0 0 0 0 0 0 0 0 0.0308618233507 0.0320502897994 0.034109272523 0.0341726923422 0.0341924398023 0.0341555759209 0.0341923089193 0.0341644497866 0.0341709948396 0.0311324018809 0.0319991407612 0.030874475482
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.84864 1.58912 0.64064 1.31456 0.86528 1.69728 0.67392 1.36448 1.71392 0.56576 1.09824 1.06496,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341697647059 0.034666026178 0.0338203116883 0.0346093924051 0.033946625 0.0343832843137 0.034674345679 0.0342223170732 0.0346128883495 0.0337806764706 0.0342623560606 0.0341892578125,0 0 0 0 0 0 0 0 7.7028 7.89096 7.9884 7.92624 7.98 7.90272 7.99848 7.95144 7.83048 7.92456 7.938 7.98672,0 0 0 0 0 0 0 0 0.0311224549618 0.0321563227592 0.0310206687697 0.0317948323442 0.0312274349474 0.0321275131803 0.0311607099349 0.0317598387915 0.0321808356576 0.0309635925376 0.0315404160847 0.0314651497686
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.67392 1.6224 2.52928 0.88192 1.456 0.59072 1.25632 1.7056 0.6656 1.60576 0.73216 1.52256,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339037160494 0.0343454102564 0.0358028684211 0.0353105283019 0.0341512 0.0342666338028 0.0339975231788 0.034921395122 0.0338458 0.0347476787565 0.0338766590909 0.0343652459016,0 0 0 0 0 0 0 0 7.66248 7.90776 7.476 7.85736 7.93968 8.04216 8.0052 7.86576 7.93632 7.85904 7.95144 7.95312,0 0 0 0 0 0 0 0 0.0308566290287 0.0320652415551 0.0340222606742 0.0315534906992 0.0317774655099 0.0310076597034 0.0316335699895 0.0323852588637 0.031046512066 0.0321718689611 0.0310659843651 0.0319978848754
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.88192 1.23136 0.89856 1.38944 1.58912 0.63232 1.04 1.15648 1.73888 0.59904 1.75552 0.74048,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339183396226 0.0346736081081 0.0340230555556 0.0340213473054 0.0345226806283 0.0338358684211 0.03417316 0.0342283597122 0.0345698086124 0.0345194861111 0.0344221090047 0.0340586853933,0 0 0 0 0 0 0 0 7.7112 7.98336 7.93296 7.9716 7.84392 8.022 7.93296 7.90608 7.88592 7.97496 7.8288 7.9968,0 0 0 0 0 0 0 0 0.0310183455338 0.0318403320707 0.0312765226599 0.0315934360379 0.0320211240094 0.0310554446073 0.0314229133842 0.0315154311517 0.0321978265871 0.0310635534021 0.0321523304721 0.031185259874
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.89856 1.38112 0.77376 1.67232 0.73216 0.9568 1.2064 0.69888 1.6224 1.08992 1.28128 0.5408,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339793333333 0.0346603192771 0.0339072365591 0.03486360199 0.0339524886364 0.0341308869565 0.0342031862069 0.0340687142857 0.0343566307692 0.0353389847328 0.0340833831169 0.0340849692308,0 0 0 0 0 0 0 0 7.61376 7.89432 7.91448 7.86072 8.00352 7.92456 7.93968 7.9464 7.91952 7.79016 7.98 8.02032,0 0 0 0 0 0 0 0 0.0310457098411 0.0319478795488 0.031126781575 0.0322760309895 0.031142036314 0.0312899359763 0.0315729581041 0.0310111448203 0.0320707011031 0.0317749974121 0.0316556206316 0.0309577685379
